Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Edition;Titre du projet lauréat;Thématique;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet
2885;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003680;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2885&portlet_id=158;2016;Rénover les terrains de sports Michelet, Porte Chaumont et Barbanègre;Sport;Direction de la Jeunesse et des Sports;735000;Budget participatif d’arrondissement;5-7 Place Armand Carrel;75019;Oui;FIN;2017-01;2017-07;2017-10;2018-12;2019-06;
3476;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000529;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3476&portlet_id=158;2017;Promenade Pereire : Continuité verte;Cadre de vie;Direction des Espaces Verts et de l’Environnement;20000;Budget participatif d’arrondissement;PROMENADE PEREIRE;75017;Non;FIN;2017-11;2018-04;2018-05;2018-12;2018-12;
3676;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002714;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3676&portlet_id=158;2017;Réaliser des aménagements dans le secteur gare Saint-Lazare / place de Budapest;Cadre de vie;Direction de la Voirie et des Déplacements;640000;Budget participatif d’arrondissement;1, place de Budapest;75009;Non;FIN;2019-09;;2019-09;2020-08;2020-09;
3684;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002739;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3684&portlet_id=158;2017;Embellir le haut du Faubourg Saint-Martin;Environnement;Direction de la Voirie et des Déplacements;700000;Budget participatif d’arrondissement;rue du Faubourg Saint-Martin;75010;Non;ETUDES;2017-11;;;;;
3492;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000692;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3492&portlet_id=158;2017;Module de jeux pour enfants dans le square Gabriel Pierné;Education et jeunesse;Direction des Espaces Verts et de l’Environnement;20000;Budget participatif d’arrondissement;SQUARE GABRIEL PIERNE;75006;Non;FIN;2017-11;2018-08;2019-03;2019-11;2019-11;
3561;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001527;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3561&portlet_id=158;2017;Aménagement de l’espace cyclable rue Neuve Tolbiac;Mobilités;Direction de la Voirie et des Déplacements;100000;Budget participatif d’arrondissement;Rue Neuve Tolbiac;75013;Non;FIN;2018-03;;2019-08;2019-10;2019-10;
3426;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002441;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3426&portlet_id=158;2017;Rue des Lombards et rue de la Verrerie accessibles pour tous !;Mobilités;Direction de la Voirie et des Déplacements;250000;Budget participatif d’arrondissement;1 Rue des Lombards;75004;Non;FIN;2018-07;2018-07;2018-11;2019-04;2019-04;
3391;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000970;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3391&portlet_id=158;2017;Un auditorium pour la médiathèque Marguerite Yourcenar;Culture et patrimoine;Direction des Affaires Culturelles;525000;Budget participatif d’arrondissement;BIBLIOTHEQUE-MEDIATHEQUE MARGUERITE YOURCENAR;75015;Non;FIN;2017-11;2018-02;2019-09;2019-11;2019-11;
3745;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001215;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3745&portlet_id=158;2017;Barrages flottants dépollueurs des voies fluviales de Paris;Environnement;Direction de la Voirie et des Déplacements;50000;Budget participatif d’arrondissement;62 quai de la Marne;75019;Non;FIN;2018-04;;2019-03;2021-12;2021-12;
3643;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002603;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3643&portlet_id=158;2017;Des plantes aquatiques pour les poissons du Canal Saint-Martin;Environnement;Direction de la Voirie et des Déplacements;20000;Budget participatif d’arrondissement;Quai de Valmy;75010;Non;FIN;2018-07;2019-02;2019-02;2019-02;2019-02;
3440;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002679;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3440&portlet_id=158;2017;Réaménager le quartier Bargue/Falguière;Cadre de vie;Direction des Affaires Culturelles;1500000;Budget participatif d’arrondissement;Rue Bargue;75015;Non;TRAVAUX;2018-02;2021-12;2023-07;2024-12;;
1923;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1923&portlet_id=158;2015;Réaliser un mur d’expression artistique et fresque rue des Couronnes;Culture et patrimoine;Direction des Affaires Culturelles;50000;Budget participatif d’arrondissement;PARC DE BELLEVILLE;75020;Oui;FIN;2016-01;2016-02;2016-02;2016-10;2020-07;
6286;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002127;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6286&portlet_id=158;2018;Des équipements au service de la solidarité et de la citoyenneté;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;260000;Budget participatif d’arrondissement;3 place Félix Eboué;75012;Non;LIVRAISON;2019-01;2019-12;2019-10;2019-08;;
8753;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002288;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8753&portlet_id=158;2019;Embellir les jardins d’Eole et leur entrée;Cadre de vie;Direction des Espaces Verts et de l’Environnement;130000;Budget participatif d’arrondissement;29 rue du Département;75018;Oui;TRAVAUX;2020-01;2021-01;2022-03;2026-06;;
8703;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000152;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8703&portlet_id=158;2019;Sauvons la fontaine Molière !;Culture et patrimoine;Direction Constructions Publiques et Architecture;360000;Budget participatif d’arrondissement;28 Rue Molière;75123;Non;FIN;2019-11;2021-03;2022-02;2022-07;2022-09;
8817;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000930;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8817&portlet_id=158;2019;Poursuivre la coulée verte à Beaugrenelle;Cadre de vie;Direction des Espaces Verts et de l’Environnement;600000;Budget participatif d’arrondissement;quai de Grenelle;75015;Non;FIN;2020-01;2021-04;2021-10;2022-04;2022-05;
8553;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001343;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8553&portlet_id=158;2019;Retrouver une place de village au Buisson Saint-Louis;Solidarités;;400000;Budget participatif d’arrondissement;2 rue du Buisson Saint-Louis;75010;Oui;LIVRAISON;2020-01;2021-01;2022-01;2023-01;;
8623;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002252;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8623&portlet_id=158;2019;Plus d’équipements pédagogiques pour les crèches du 11e;Education et jeunesse;Direction des Familles et de la Petite Enfance;65000;Budget participatif d’arrondissement;12 place Léon Blum;75011;Non;LIVRAISON;2020-03;;;2023-09;;
8545;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000835;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8545&portlet_id=158;2019;Grange-aux-Belles : des pergolas végétales et lumineuses;Cadre de vie;Direction des Espaces Verts et de l’Environnement;635000;Budget participatif d’arrondissement;rue Georg Friedrich Haendel;75010;Oui;TRAVAUX;2019-10;2020-10;2024-03;2024-12;;
8867;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001637;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8867&portlet_id=158;2019;Embellissement du bassin de la fontaine de la place Edmond-Rostand;Culture et patrimoine;Direction Constructions Publiques et Architecture;65000;Budget participatif d’arrondissement;Place Edmond Rostand;75006;Non;FIN;2019-10;;2020-11;2020-12;2021-07;
6320;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001901;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6320&portlet_id=158;2018;Des cantines agréables;Education et jeunesse;Direction des Affaires Scolaires;605000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2019-01;2020-10;2020-07;2020-12;2024-03;
3782;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002720;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3782&portlet_id=158;2017;#AlimentationPourTous;Solidarités;;1500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Oui;LIVRAISON;2019-05;2019-07;2019-07;2019-09;;
6084;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002116;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6084&portlet_id=158;2018;De nouvelles rues intelligentes dans le 15e;Environnement;Direction de la Voirie et des Déplacements;900000;Budget participatif d’arrondissement;Rue de vaugirard;75015;Non;LIVRAISON;2019-06;;2019-12;2020-02;;
9851;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=000890;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9851&portlet_id=158;2021;Améliorer la propreté dans le Bois de Boulogne;Propreté;Direction des Espaces Verts et de l’Environnement;100000;Budget participatif d’arrondissement;bois de Boulogne;75016;Non;(non démarré);;;;;;
9955;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002581;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9955&portlet_id=158;2021;Des jardins partagés et de la biodiversité;Cadre de vie;Direction des Espaces Verts et de l’Environnement;60000;Budget participatif d’arrondissement;31 rue Péclet;75015;Non;ETUDES;2021-10;;;2025-06;;
9996;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002628;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9996&portlet_id=158;2021;Rénover les gymnases du 19e;Sport;Direction de la Jeunesse et des Sports;1870000;Budget participatif d’arrondissement;mairie du 19e Arrondissement;75019;Non;LIVRAISON;2021-11;;2023-06;2023-11;;
10001;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002632;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10001&portlet_id=158;2021;Réaménager des établissements culturels ouverts à la jeunesse;Culture et patrimoine;Direction des Affaires Culturelles;2000000;Budget participatif d’arrondissement;42 rue Saint-Denis;75001;Non;LIVRAISON;2021-11;2023-03;;2024-03;;
10631;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001752;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10631&portlet_id=158;2022;Une ville plus belle et plus propre;Propreté;Direction de la Propreté et de l’Eau;5000000;Budget participatif parisien;;75004;Non;TRAVAUX;2022-10;;2024-04;2024-09;;
10610;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001730;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10610&portlet_id=158;2022;Sublimer nos squares, parcs et jardins;Environnement;Direction des Espaces Verts et de l’Environnement;1960000;Budget participatif d’arrondissement;;75012;Non;LIVRAISON;2022-11;2023-01;2023-04;2023-06;;
10603;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001723;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10603&portlet_id=158;2022;Faisons du 12e un arrondissement toujours plus culturel !;Culture et patrimoine;Direction des Affaires Culturelles;1090000;Budget participatif d’arrondissement;;75012;Non;TRAVAUX;2022-10;;2023-11;2024-05;;
11010;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=000258;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11010&portlet_id=158;2023;Accessibilité, rénovation et sécurisation Eglise Saint François-Xavier;Culture et patrimoine;Direction des Affaires Culturelles;630000;Budget participatif d’arrondissement;place du Président Mithouard;75007;Non;ETUDES;2024-03;;2025-01;2025-07;;
11112;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001762;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11112&portlet_id=158;2023;Rénover les bâtiments publics pour contribuer à la transition écologique;Environnement;Direction Constructions Publiques et Architecture;2500000;Budget participatif parisien;Place de l'hôtel de Ville;75004;Non;(non démarré);;;;;;
11109;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001760;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11109&portlet_id=158;2023;Développer la collecte et l'utilisation de l'eau non potable;Environnement;Direction de la Propreté et de l’Eau;700000;Budget participatif parisien;Place de l'hôtel de Ville;75004;Non;ETUDES;2023-11;;;;;
11217;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001868;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11217&portlet_id=158;2023;De la nature et du sport dans les écoles de nos quartiers;Education et jeunesse;Direction des Affaires Scolaires;2500000;Budget participatif d’arrondissement;7 place Armand Carrel;75019;Oui;PROCEDURES;2023-10;2023-12;2024-08;2024-12;;
9938;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002566;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9938&portlet_id=158;2021;Bien grandir dans le 11e;Education et jeunesse;Direction des Affaires Scolaires;1950000;Budget participatif d’arrondissement;12 place Léon Blum;75011;Non;LIVRAISON;2021-10;2022-04;2022-06;2022-08;;
1561;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1561&portlet_id=158;2015;Amélioration du confort dans les écoles;Education et jeunesse;Direction des Affaires Scolaires;740000;Budget participatif d’arrondissement;2 Place Ferdinand Brunot;75014;Non;FIN;2015-11;2016-03;2016-07;2016-09;2017-09;
3589;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001818;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3589&portlet_id=158;2017;Bien jouer à l'école;Education et jeunesse;Direction des Affaires Scolaires;1000000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2018-01;2018-03;2018-07;2018-09;2019-11;
1751;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1751&portlet_id=158;2015;Des équipements innovants pour 10 écoles;Education et jeunesse;Direction des Affaires Scolaires;250000;Budget participatif d’arrondissement;31 Rue Péclet;75015;Non;FIN;2016-04;2016-06;2016-07;2016-11;2017-11;
2496;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003553;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2496&portlet_id=158;2016;Vers une place de la Porte de Vanves dédiée à la convivialité;Cadre de vie;Direction de la Voirie et des Déplacements;70000;Budget participatif d’arrondissement;Place de la Porte de Vanves;75014;Oui;ABANDONNÉ;;;;;;
1619;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1619&portlet_id=158;2015;Tennis de table et babyfoot en accès libre;Sport;Direction de la Jeunesse et des Sports;100000;Budget participatif d’arrondissement;7 Place Armand Carrel;75019;Non;FIN;2016-01;2017-01;2017-09;2018-04;2019-05;
6159;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000823;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6159&portlet_id=158;2018;Espace canin aux abords du parc Luther-King;Cadre de vie;Direction de la Voirie et des Déplacements;50000;Budget participatif d’arrondissement;rue Cardinet;75017;Non;FIN;2019-05;2019-05;2019-06;2019-07;2019-07;
6155;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001150;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6155&portlet_id=158;2018;Rénover le boulodrome des Batignolles;Sport;Direction de la Jeunesse et des Sports;140000;Budget participatif d’arrondissement;rue Cardinet;75017;Non;FIN;2019-01;2019-04;;;2020-11;
6241;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001683;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6241&portlet_id=158;2018;Moins de bruit, plus de qualité de vie à Château Rouge;Cadre de vie;Direction de la Voirie et des Déplacements;370000;Budget participatif d’arrondissement;rue Dejean;75018;Oui;TRAVAUX;2019-01;2019-03;2019-11;2024-06;;
2303;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000239;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2303&portlet_id=158;2016;Aménagement du théâtre de marionnettes du Ranelagh;Culture et patrimoine;Direction des Espaces Verts et de l’Environnement;250000;Budget participatif d’arrondissement;Avenue Ingres;75016;Non;FIN;2017-01;2018-06;2019-04;2019-06;2019-08;
1353;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1353&portlet_id=158;2015;Augmenter l'offre sportive sur le TEP Charlemagne;Sport;Direction de la Jeunesse et des Sports;200000;Budget participatif d’arrondissement;14 Rue Charlemagne;75004;Non;FIN;2016-01;2016-04;2016-07;2016-09;2016-10;
1450;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1450&portlet_id=158;2015;Des jardinières rue de la Jonquière;Cadre de vie;Direction des Espaces Verts et de l’Environnement;135000;Budget participatif d’arrondissement;Rue de la Jonquière;75017;Non;FIN;2016-01;2016-06;2016-09;2016-11;2016-12;
